restaurant,review,restaurant_rate,review_rate,total_reviews,review_date,latitude,longitude,categories
Katsuya,"Came in on a Monday at lunch and it wasn't really busy. Really enjoy the environment. Though I'm not a fan of bench seating because it's obviously uncomfortable, the food and service makes up for it.Tried the Spicy garlic pork katsu with cheese. It was massive, the pics don't show how massive the cutlet is. Meat was juicy, lots of flavour in the sauce and tons of fried cheesy garlic goodness.Overall a nice experience with great service, would come back, but its an expensive lunch, was $17 before tax/tip for lunch.",4.0,5.0,136,2017-11-13,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"Katsuya, like the name suggests, primarily serves different types of katsu (breaded deep fried meat cutlets).I was most impressed with the size of the meal. While manageable for one, it is guaranteed to leave you stuffed! I ordered the chicken katsu curry here. While I enjoyed the overal taste, I felt like the batter did not hold its own when mixed with curry, as the skin would lose its crunch and would fall apart from the meat when I try to pick up a pieceMy first experience here was pleasant, but not outstanding. I would pick Kaijiu over this if it remained open, but perhaps I'll drop by again if I'm feeling a katsu meal.",4.0,3.0,136,2017-11-05,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"I'm a huge fan of katsu (mainly chicken) and my cousin who's the total opposite tried out this place and loved it so she suggested for me to try it out. I went here on a Saturday evening around 6pm and I thought it would be really busy but there was no line up and a lot of seats available. I really liked the interior decor of the place, had a nice ambiance to it. We were seated promptly and it didn't take long for us to decide what we wanted. I came with a part of 4 and we've never tried this place before so we all got pork katsu. I actually wanted chicken katsu so I could compare it to another katsu joint but I completely missed it on the menu!! I really wanted to try the one with cheese in it but it was only avail for pork so I didn't even notice the chicken to the left of the menu list. If you check in on Yelp here, you get a free soft drink of your choice. The katsu generally was really good and the portions are HUGE. So if you're super hungry then this place is for you. One katsu had about maybe 8 pieces to it? I only ate 3-4 and I packed the rest home. They curry sauce was very typical so nothing special here but I liked the taste of it. I ordered the katsu with cheese in it and when each piece was pulled apart, you can see the cheese ooze out. The cheese was good, but it was a little bit heavy and too much imo. I wouldn't get double cheese (that is an option on menu) unless you love cheese THAT much.The plate also came with some rice and a salad. The salad sauce was on the table already and the waitress shakes it for you. General stuff here.This place is expensive for lunch but not bad for dinner. You'll probably have to pack it to go because portions are so big. I toasted it in the oven the day after and it still tasted pretty good and crispy! I spent about $20-22 all in with tax and tips but the portions make up for the price and I'm okay with that!I would def come back again to try the other katsus!!",4.0,4.0,136,2017-11-06,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"I have never really been a fan of katsu, much to my BF's dismay since he's a katsu eating machine.  However, Katsuya earned two thumbs up from me.  My BF agrees and he's quite a katsu snob, mind you.  We have been to Mr. Tonkatsu from the same owner as Katsuya, but Mr. Tonkatsu was just barely decent to me from what I recall.  Katsuya, on the other hand, seems to up the ante on all aspects from portion size to quality to decor and so forth.  Katsuya has various meats and a host of different styles that you don't find elsewhere in Toronto.  You can even get katsu udon or a katsu burger, so you're sure to have something that peaks your interest here. We ordered the Original and the Spicy Garlic Chilli.  Both came with rice, cabbage, and miso soup, all of which are refillable (for free), so rest assured that you're never going to leave with an empty stomach! Also, as mentioned by other Yelpers, the portion sizes are generous and the meat is tender with light breading.  I did not like the Original's sauce as much as my Spicy Garlic Chilli sauce because the former resembled Thanksgiving gravy for some odd reason.  However, this may just be me because my BF thoroughly enjoyed the Original's sauce.  In the end, both of us concluded that Katsuya serves flavourful, high quality katsu at a fair price and  higher quantity.If you're a light eater, you may want to piggyback on someone else's order and share a katsu set with them.  You get refillable cabbage, miso soup, and rice anyway.  Nevertheless, the best choice is still to get your own set beacuse you won't want to stop eating the katsu.  Keep in mind, however, that the bottom of the katsu gets a tad bit soggy after a while, so don't save it for last. Eat it while it's fresh! I highly recommend everyone to give Katsuya a go! Their seating is limited to smaller groups of 4 and under, though it's not impossible for them to push tables together.  Remember to check in on social media and Yelp for a free can of pop!",4.0,4.0,136,2017-10-24,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"I'm not big on katsu- it probably doesn't even crack my top 20, but if it's in front of me, I'll have a piece or two. Katsuya has somewhat changed this for me. I've been wanting to go here after seeing the lineups form around dinner and late-dinner time. It doesn't disappoint. Came here after the lunch rush (around 3pm) and we were seated right away. BF and I shared the fried crabmeat balls and one regular chicken katsu. The fried crabmeat balls had just the right amount of sweet/tangy tartar sauce and they were fried perfectly. The chicken katsu is HUGE. If you have a regular person's appetite, you won't be able to finish it. SPLIT SOMETHING! Trust me. Honestly, we could have gone without the appetizer as we still had a few pieces of katsu and rice leftover between the two of us. This place gets big points for cheap and cheerful. The katsu here is perfect and it starts with the perfect panko crust. The chicken was also surprisingly tender. I'm definitely coming back here- I'm curious to try the pork curry katsu with cheese. Oink oink.",4.0,5.0,136,2017-12-30,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"I came here at 4pm and there was no one here. I ordered the terri mayo pork loin katsu and crab meat croquette. I did not expect the katsu to be so big. I am a big eater but I could not finish both of this and my sister could not either. Service was exceptional as the server kept coming to our table to check up on us, I counted 4 times to be exact. This location is literally next to Ryerson (you can see Kerr Hall outside the window). There are arrows to help lost foodies navigate their way to the restaurant! Highly recommend and I will come back to try the other katsu platters!Terri mayo pork katsu - dang I did not expect this to be so good! As a fan of takoyaki, I was excited to try this platter. I was opting to get the original sauce katsu but when I saw that, I wanted to try it right away. The bonito flakes were a win and that it fit very well with the mayo and pork. There was a bottle of some sort of vinaigrette on the table and the waitress told me that you put that on the cabbage portion of the platter.Crab meat croquette - 5 relatively larges pieces with mayo on top. It had crab meat (of course!), potato and I think cheese in the center. The coating of this appetizer was on a whole other level - hot, very crispy and flaky!P.S. the washrooms are so clean!",4.0,5.0,136,2017-10-19,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"Katsu?!?!? Ya!!!! This place is a hidden gem around the corner from izakaya! They have unlimited soup salad and rice with your meal and the service was just amazing. I came here with a group of 27 people on a Sunday after church. They sat us at separate tables which was perfectly reasonable and everybody got their menus and ordered different kinds of katsu. I had the carbonara katsu which was very heavy with cheese and everything came with soup salad and rice. Also ordered the deep fried fresh oysters which was pretty crispy. The servers are really friendly and happy and the portions are enormous! The decor here is very nice and industrial with exposed brick walls and wood stools and chairs. Very appropriate for the ambience here. The location is a bit hidden as it is off of Gerrard and and not church. Food came pretty fast and overall a great experience for a group of 27 people! The only down is the price which is a bit expensive for lunch. Around $18 with tax for one katsu meal. It's pretty big so would recommend sharing the meal with someone else if you're not a big eater. Either way, we will be back!",4.0,4.0,136,2017-10-15,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"I love Katsu and this place knows how to do it well! Cute spot, very cozy feel and I almost feel like I'm in an episode of kdrama. This place can seat up to ~30 people. The service was fast and friendly. We went here on a Friday night for a party of 4 and we had to wait 10-15 mins at most for a table. I would suggest looking at the menu while you wait, the menu can get a little overwhelming as they have a LOT of Katsu selection! And btw, it's unlimited miso soup and salad! Once seated, I ordered the cheese Katsu ( poke cutlet stuffed with mozzarella cheese) with garlic! It was fantastic! Ooey Gooey cheese with the light crispy texture of the Katsu was a def craving fulfilled experience! The salad was light and crisp, the miso soup was amazing and not too salty. We also shared the cheese crab croquettes! A def must try!! And the fried oysters were tasty but the oysters were small. Overall I recommend this place if you ever have a craving for cheesy fried grub!",4.0,5.0,136,2017-10-16,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"Hands down the best katsu that I've ever had, and I don't even like katsu. Also, you MUST try their takoyaki, also, hands down the best takoyaki I've ever had! Check in and you get a free pop :) My friend and I came here on a Wednesday evening around 5:45PM. Located at the corner of Church and Gerrard. They weren't too busy, but the place isn't big either. They had about three cooks and one server. When you enter they greet you right away and seat you down. The menus are located on the tables already. The restaurant was super rustic, love the ambience. We ordered the takoyaki to share, my friend ordered one of their chilli garlic katsu ($15), and I ordered their katsu burger (w/cheese - $11 + $3 for combo). They started us off with a bowl of miso soup (complimentary), and you can get refills if you wanted ahah! First came the takoyaki, its basically the takoyaki ball deep fried, it was so yummy and smooth. Next, was the main, super hugemongous portion - can literally be two meals! Everything was great about it, no complaints. Will be back again! ---I went back again! This time with a couple more friends! Since I was sick, instead of killing my throats with the katsus, I stuck with their option of a soup udon with tempura shrimp. Let's just say, stick with the katsu options! The udon was pretty plain, came with two shrimp tempuras and a couple of different fish cakes.",4.0,5.0,136,2017-10-15,43.660047,-79.378802,"Japanese , Asian Fusion"
Katsuya,"So happy that another katsu place has opened up downtown! Katsuya offers different types of katsu sets, with proteins like pork and chicken served with various sauces to choose from (original sauce, carbonara, chili garlic, spicy garlic, curry, etc.). All of the sets come with unlimited refills of miso soup, cabbage salad, and rice.We came on a Thursday night and only had to wait about 10 minutes for a table. I reckon they will get more and more popular in the coming days though.  Interior is very cute - rustic with cozy lighting. Service is attentive and friendly. My fiance ordered the carbonara chicken katsu ($17.50) and I ordered the original chicken katsu ($13.50). The chicken was soft and juicy inside the crispy batter. We both got our sauces on the side, which I would recommend as the sauces can get heavy! The carbonara is creamy and comes with tiny pieces of shrimp. The sauce that comes with the original chicken katsu is reminiscent of ketchup and you add self-grinded sesame seeds to it.Yelp pro tips - check in to get a free pop and write a review to get $5 off your next meal!",4.0,5.0,136,2017-10-05,43.660047,-79.378802,"Japanese , Asian Fusion"
Pai Northern Thai Kitchen,"We were there on a Saturday evening. It was super busy, had to wait 35 minutes to get a table. There is a cozy corner inside the restaurant for waiting, good for winter time. The waiting was worth it. Despite the extreme busyness, drink was served on time. I had ordered Tom Yum Caesar. It was a bit spicy and had the expected punch. Loved it. The food tasted great. We had tried Pad Gra Prow with chicken and Gaeng Masaman with braised beef. Both dishes were very flavourful. I order mine to make Thai spicy. Bad decision! It was super hot (spicy). If you can't handle spice but would like to try anyway then I would suggest you rather go for mild or foreigner spicy. The portion was moderate. The taste of both dishes were very similar to the same dishes in BKK Thai at North York where I am a regular. If you happen to be in this corner (just North of 401 on Yonge, North York) of the city, I suggest you also try BKK Thai. There food is equally good or better minus the crowd and waiting time. Anyway, it's not as vibrant as Pai and one tenth in size.Overall the service was great. Can't ask for more in such a busy time. Glasses of water were served and refilled without asking. Highly appreciated the extra paper napkins on the table; proactive thinking - guests will need them specially if they try their food Thai spicy. I would love to go there again with a big group.",4.0,5.0,1560,2018-01-27,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Book a reservation. This place is very crowded and popular. It's a trendy place with good food. If you don't mind bumping elbows with other people or sharing tables, this is a good place for fusion Thai food. I went with my friend for a summer dinner. It took us a few weeks to get a reservation. They are good in that they are punctual with their seating even when the place was full. The service was fast and friendly. The food was interesting and appropriately spicy. The place was recommended by my friend. It didn't disappoint. I didn't give it 5 stars because I didn't feel very comfortable. There wasn't a lot of space. The table next to us was so close that they could examine what my friend ordered. The restaurant was very loud, so it's not a place to have long conversations.",4.0,4.0,1560,2018-01-28,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"This place was jammed for a Friday nite. Met some friends for a bite to eat. The appie was Tiger Shrimp, they were delicious but a little on the small side for a $13.00 order. My main was some on the best fried sea bass that I've ever had. Just the right amount of crumbs & the flavour was off the charts! Came with it's own garlic dipping sauce which just made it that much better. The only down side is I could tell that the side white rice had sat around for a while as it was a little ""crusty"" on top. I would go again if I'm in the area",4.0,4.0,1560,2018-01-27,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Awesome and authentic Thai restaurant with a dope hipster vibe.Came here with 2 coworkers around 8 pm on a weeknight and had to wait about 30 minutes, but worth it! It's actually pretty spacious if they take you to the back room area.Grabong is the perfect appetizer to share! It's a bundle of fried squash fritters with a delicious dipping sauce.I got the braised beef khao soi dish as my entree. The noodles were perfect and it was nice to have braised beef in a Thai dish, which isn't the norm.",4.0,5.0,1560,2018-01-23,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Struggled really hard deciding what rating to give to Pai. First off, the service is quite excellent. The waitresses were very attentive, friendly, and kind - they greeted me with a smile, and despite the business of the place, they still treated my friend and I promptly and courteously. My friend and I both ordered the famous Khao Soi - he's had it multiple times, but it was my first. Unfortunately, I can't really have gluten (am fairly sensitive to gluten) so I asked if I could have the Khao Soi gluten free, with rice noodles. They readily accommodated.Both bowls arrived quite fast, given the many seated customers. My bowl, because it was gluten free, came without the fried egg noodles. I did notice, however, that I was given a very generous portion of noodles. Sadly, the rice noodles were extremely mushy and overcooked even upon arrival. As they slowly absorbed more and more liquid, the situation further deteriorated... By the end, they were unrecognizable clumps that had absorbed a lot of the broth. :(That said, they were fairly generous with portions. Mine came with two decent sized chicken drumsticks, while my friend's had a mound of chicken breast. There was also a variety of spices to be added - I would highly recommend adding them, as the pickles and hot sauce really amped the flavour!Something interesting to note is that my friend's Khao Soi tasted much stronger than mine. Mine was creamy, but his had a noticeable depth and richness. It was redder in colour, and there was more peanut flavour when compared to mine.I would advise against ordering the Khao Soi gluten free, even though they do provide an alternative. It simply doesn't compare to the original!",4.0,3.0,1560,2018-01-12,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Shockingly disappointing....I have had Pai in the back of my mind almost all of 2017 since they were voted best Thai restaurant on blogTO. My usual Thai is Khao San road but I was happy to snag a 9 PM reservation two months before some family visiting. However, that anticipation and satisfaction of delicious Thai street food was sadly crushed as the food was completely average. We got soup, Khao soi, kad pra gra, and pad Thai and all dishes were just okay. Flavor was lacking and I was surprised to hear that they couldn't make Khao soi spicy. I understand that it's a coconut base so it's hard to spice it up but it is still definitely possible, as other restaurants would prove.Ambiance of the restaurant is super nice and customer service was really good.",4.0,3.0,1560,2018-01-04,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,Pai is by far the best Thai food I've had in Toronto. The food is top notch and the service is always good!It's always super busy but don't let that stop you as the wait times are never long. If you want a reservation you have to book far in advance!Some of my favourites are the pad Thai and the soup. Every dish I've tried there has been great.I also love the decor! Super fun and modern!! You can get some great photos.,4.0,5.0,1560,2018-01-02,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Currently my favourite Thai spot in Toronto! I've been here numerous times and have never been disappointed. I've ordered most of the dishes on the menu so I'l only mention my highlights. Papaya salad - Huge serving compared to other places I've been to. The aroma and flavours are all reminiscent of SE Asia, with very strong and bold flavours. I got the salted crab variation and there were many pieces of crab included. I was expecting maybe 2-3 pieces! The pork rinds are also a welcome touch of texture. Sai Ua Platter (Northern Thai Sausage) - pork sausages, sticky rice and a Thai relish that reminded me of a Vietnamese noodle soup called bun rieu. Sausages had a balanced taste of all the spices and went well with the relish. Sticky rice acted as a good palette cleanser between the salty items. Gaeng Hunglay Ox Tail - an oxtail curry that was so tender. A perfect entree dish! Other items that are my usual favourites include the pad thai, khao soi, and pa gra prow, however, these are dishes you can get at the other Chef Nuit restaurants. Reservations are recommended (if you can get them) but they do allow walk-ins. I've never had to wait longer than 30 mins for a walk-in. Parking is hard to find during peak hours so I would recommend public transit if you can. Service is always friendly but can be a bit slow at times.",4.0,5.0,1560,2017-12-25,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"This place never disappoints. I love it ! The portion is a good size, the taste is amazing , and the decor is always on point. I love the variety of seatings from the stage (where you sets cross legged, bar, high table and low table.The feels are amazing for a great chill place to eat with friends. The price is very reasonable and affordable. The only thing I would recommend is plan ahead and RSVP or be prepare to wait in line. It's always crowded ha",4.0,5.0,1560,2017-12-26,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"You can't go wrong with a place that has 1500+ 5star reviews. We came here after a friend who is local here recommended it. We stopped by on a Friday afternoon for lunch and it was pretty crowded. You can order drinks and appetizers while you are waiting though which is great and made the wait painless.We ordered the eggrolls while we were waiting and to be honest I never thought I would write a review for an eggroll. This eggroll was definitely the best I have had so far; we liked it so much that we ordered a second plate of the appetizer. In addition, we got Penang curry and fried rice and both were great as well. Staff were super friendly and service was good.They don't do same day reservations though, so plan ahead because it does get super crowded.",4.0,5.0,1560,2017-12-19,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Good ol' yelp directed me here. The reviews are stellar and I was hungry, so it was an absolute no-brainer.There's honestly nothing quite like Thai food (really good and homemade, that is) to comfort you during the cold winter. I love how the menu isn't too elaborate nor too simple because it gives you options without being overwhelmed. We started off with the northern Thai sausage (pork belly) and it came with sticky rice (yum!). 3 of the 4 of us went with their chef nuit pad thai (it's always a safe option to go with). Their portions are generous and reasonably priced as a result ($14-15 per main dish I believe). I went with the khao soi, which consists of fresh egg noodles in a delectable coconut milk curry. Seriously, if you're ever in a mood for real good curry, this is the dish to go for because the noodles are drenched in it. I wish there was some naan to dip though.. (lol). We thoroughly enjoyed every dish. Service was fantastic, with periodic check ups here and there. Always there when we needed something too. Guys, the reviews don't lie. This place is lit... for damn good reason.",4.0,5.0,1560,2017-12-23,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"I really really LOVE Thai food, and this place is THE place to be when you want authentic Thai food!First off, this place is always packed! ALWAYS! They use to take your cell phone number down and they would text you to notify you if your table is ready but just recently they've change that. You can't leave the premise anymore instead they will give you a buzzer which is so inconvenient. The service is kind and friendly, the place is huge which I've discovered only recently. There's more seating all the way to the right and back! It's pretty squished though. I had to stand up a couple of times to let people pass.The service is pretty fast and friendly, the food is A1! I highly recommend trying their squash Fritters to start, super crispy and I can't stop munching on it! And obviously sip on their infamous Thai Iced Tea. For the mains: you must try their PAD THAI! obviously. The flavours are just sooo tasty, their portion is super huge, I never finish it. Also please try their Pork Pad Gra Prow, and their oxtail! The flavours are indescribably Amazing! I suggest coming right when they open but if you don't mind waiting then there's a bar in the waiting area, and as far as I'm aware you can also grab food and apps while you wait! I've been here wayyy too many times to count, I enjoy it every single time!",4.0,4.0,1560,2018-01-17,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"I loved this place. Easily my new favourite Thai restaurant and I can see what all the rave reviews are about. We started with the spring rolls (best I've ever had), and then shared three main dishes: chicken pad Thai, pork pad gra prow and beef khao pad thamada. All of the dishes were so delicious that I was stuffed to the point I couldn't eat anymore (at which point I usually don't want to think about food for at least half a day), but this time I was craving more within the hour. The pad gra prow was definitely my favourite, the way the flavours all melded together was perfect. I had to try it mild because my friend doesn't do well with spicy good but I think it'd be even more delicious with a kick of spice in it. The other two dishes were good, but can't say they blew me out of the club water like this one.We also had a pitcher of sangria which was decent.",4.0,4.0,1560,2017-12-22,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Came here for the second time and really enjoyed my experience yet again. Once we got a number, we were directed to the bar to enjoy a drink or two while we wait inside the restaurant for them to buzz our number. During our wait, we ordered Tom Yum Caesar and Thai Mojito. Tom yum Caesar felt really strange at first, as it felt like cold tom yum soup with alcohol, but slowly became addicting.  When we finally got seated after about 20 to 30 minutes, we ordered:1- Miang Kung - various ingredients wrapped in betel leaf (really different than what I had tried before, it felt really refreshing...if you'd like a cold dish for appetizer, I'd recommend this dish. It's great that you can control your flavour to your liking as well2- Tom yum kung - large pot of tom yum soup with large shrimps, served with a bowl of white rice (it's a good portion to share between 2 people, a lot of soup)3- Pad gra prow - basil stir fried with our selection (tofu) ... also a tasty dish, but became really spicyOverall, I had really enjoyed the environment, except that it was unfortunate that the fire alarm went off and we were beside it, so a few tables around us including us rushed through dinner and left. Not sure what happened, but hopefully that won't happen again!",4.0,4.0,1560,2017-12-16,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"Yummy yummy Thai food. We came here on a Wednesday night at 4:30 and by 5pm, the restaurant was full and a line formed outside. I had the green curry in a coconut, lots of depth and layers of flavours, I was by all means not disappointed at all. We also shared spring rolls and satay, both of which were very yummy. Pai reminds me of the flavours I've had in Thailand. Food is the most authentic thai food I've had outside of Thailand (albeit still being a little toned down). While I really enjoyed my meal, I don't see myself lining up for 30+ minutes like other patrons for pai.",4.0,4.0,1560,2018-01-22,43.647866,-79.388642,Thai
Pai Northern Thai Kitchen,"This Thai spot is consistently delicious and to add to it, they TAKE RESERVATIONS!!It is our favourite Thai place in Toronto - the Kao Soi (curry noodle soup) and Chiang Mai Beef Noodle Soup are 2 of my fave dishes. The Pad Gra Prow is served with the perfectly cooked egg on the side.  Another bonus is that they also deliver via Uber eats!",4.0,5.0,1560,2018-01-22,43.647866,-79.388642,Thai
